"Категория товара";Коллекция;Бренд;"Страна производства";Линейка;Артикул;Размер;"Степень теплоты";"Степень поддержки";"Размер наволочек";"Размер пододеяльника";"Размер простыни";"Тип простыни";Высота;Наполнитель;"Наполнитель чехла";"Наполнитель ядра";"Вес наполнителя";"Вес наполнителя чехла";"Вес наполнителя ядра";Ткань;"Состав ткани";"Тип застежки";"Тип застежки наволочки";"Тип застежки пододеяльника";"Тип крепления";"Тип стежки";Окантовка;Упаковка;"Тип упаковки";"Количество в упаковке";Материал;Плотность;ШтрихКод;Производитель;Цвет;"Ткань верха";"Причина Уценки";Внимание;"Ткань низ";"Вес изделия в упаковке";"Тип печати";Состав;Номенклатура;Количество;Цена;Фото;Описание
"Комплект постельного белья";;Экзотика;Россия;;Э-Б5-15-Ксения;Полутороспальное;;;"70х70 (2шт.)";143х215;150х215;Обычная;;;;;;;;Поплин;"100% хлопок";Прорезь(запах);;;;;;"Прямоугольная ПВХ";;;;;2000925510859;;;;;"Тональность изделия может отличаться от фото";;;;;"Ксения КПБ 1.5 сп (5) ""Экзотика"" Поплин";9;850;http://alvitek.com.ru/upload/iblock/f96/f96687be9c22125ccecd1e0fa4b907e7.jpeg;"Комплект постельного белья ""Экзотика"", 100 % хлопок - БЯЗЬ импортная"
"Комплект постельного белья";;Экзотика;Россия;;Э-Б5-15-Бриз;Полутороспальное;;;"70х70 (2шт.)";143х215;150х215;Обычная;;;;;;;;Поплин;"100% хлопок";Прорезь(запах);;;;;;"Прямоугольная ПВХ";;;;;2000925510828;;;;;"Тональность изделия может отличаться от фото";;;;;"Бриз КПБ 1.5 сп (5) ""Экзотика"" Бязь";6;850;http://alvitek.com.ru/upload/iblock/9e4/9e41625a4c844d137004fa12e5bd0d5a.jpeg;
"Комплект постельного белья";;Экзотика;Россия;;Э-Б5-20-Яшма*;Двуспальное;;;"70х70 (2шт.)";175х215;215х220;Обычная;;;;;;;;Поплин;"100% хлопок";Прорезь(запах);;;;;;"Прямоугольная ПВХ";;;;;2000925510934;;;;;"Тональность изделия может отличаться от фото";;;;;"Яшма* КПБ 2сп (5) ""Экзотика"" Поплин";6;1021;http://alvitek.com.ru/upload/iblock/273/27397078d05c9111361a2ad01cba1cdf.jpeg;
"Комплект постельного белья";;Экзотика;Россия;;Э-Б5-20-Сахара;Двуспальное;;;"70х70 (2шт.)";175х215;215х220;Обычная;;;;;;;;Поплин;"100% хлопок";Прорезь(запах);;;;;;"Прямоугольная ПВХ";;;;;2000925510910;;;;;"Тональность изделия может отличаться от фото";;;;;"Сахара КПБ 2сп (5) ""Экзотика"" Поплин";3;1021;http://alvitek.com.ru/upload/iblock/62e/62ed65af232cb275299d6efb89fc64bb.jpeg;
"Простыня на резинке";Мулетон;"AlViTek (АльВиТек)";Россия;Стандарт;ПР-НР-80;080х200+25;;;;;;"На резинке";;;;;;;;Мулетон;"65% хлопок/35% полиэстр";;;;Резинка;;;Пакет;;;;;4607048008584;;Белый;;;"Тональность изделия может отличаться от фото";;;;;"ПР-НР-080 Простыня н/резинке ""Мулетон"" непромокаемая 080х200";7;494;http://alvitek.com.ru/upload/iblock/42c/42cb051262b6135dcf9da1c616bf67a8.jpeg;"простыня  на резинке ""Мулетон"" не промокаемая дышещая ткань, махра (65% хлопок, 35% полиэстр), бирка, пакет"
"Простыня на резинке";Мулетон;"AlViTek (АльВиТек)";Россия;Стандарт;ПР-НР-160;160х200+25;;;;;;"На резинке";;;;;;;;Мулетон;"65% хлопок/35% полиэстр";;;;Резинка;;;Пакет;;;;;4607048008621;;Белый;;;"Тональность изделия может отличаться от фото";;;;;"ПР-НР-160 Простыня н/резинке ""Мулетон"" непромокаемая 160х200";15;845;http://alvitek.com.ru/upload/iblock/05e/05eed77c77bbe974a73626f1d097f724.jpeg;"простыня  на резинке ""Мулетон"" не промокаемая дышещая ткань, махра (65% хлопок, 35% полиэстр), бирка, пакет"
"Простыня на резинке";Мулетон;"AlViTek (АльВиТек)";Россия;Стандарт;ПР-НР-070;070х200+25;;;;;;"На резинке";;;;;;;;Мулетон;"65% хлопок/35% полиэстр";;;;Резинка;;;Пакет;;;;;4607048008577;;Белый;;;"Тональность изделия может отличаться от фото";;;;;"ПР-НР-070 Простыня н/резинке ""Мулетон"" непромокаемая 070х200";9;453;http://alvitek.com.ru/upload/iblock/b17/b17802017510c81d890fa8c986c18329.jpeg;"простыня  на резинке ""Мулетон"" не промокаемая дышещая ткань, махра (65% хлопок, 35% полиэстр), бирка, пакет"
"Простыня на резинке";Мулетон;"AlViTek (АльВиТек)";Россия;Стандарт;ПР-НР-90;090х200+25;;;;;;"На резинке";;;;;;;;Мулетон;"65% хлопок/35% полиэстр";;;;Резинка;;;Пакет;;;;;4607048008591;;Белый;;;"Тональность изделия может отличаться от фото";;;;;"ПР-НР-090 Простыня н/резинке ""Мулетон"" непромокаемая 090х200";6;532;http://alvitek.com.ru/upload/iblock/922/922c278cdbb1d8be0e278ed47cb38419.jpeg;"простыня  на резинке ""Мулетон"" не промокаемая дышещая ткань, махра (65% хлопок, 35% полиэстр), бирка, пакет"
"Простыня на резинке";Мулетон;"AlViTek (АльВиТек)";Россия;Стандарт;ПР-НР-120;120х200+25;;;;;;"На резинке";;;;;;;;Мулетон;"65% хлопок/35% полиэстр";;;;Резинка;;;Пакет;;;;;4607048008607;;Белый;;;"Тональность изделия может отличаться от фото";;;;;"ПР-НР-120 Простыня н/резинке ""Мулетон"" непромокаемая 120х200";8;690;http://alvitek.com.ru/upload/iblock/8ea/8ea01f21615c7b21b5631f40b6295f10.jpeg;"простыня  на резинке ""Мулетон"" не промокаемая дышещая ткань, махра (65% хлопок, 35% полиэстр), бирка, пакет"
"Простыня на резинке";Мулетон;"AlViTek (АльВиТек)";Россия;Стандарт;ПР-НР-140;140х200+25;;;;;;"На резинке";;;;;;;;Мулетон;"65% хлопок/35% полиэстр";;;;Резинка;;;Пакет;;;;;4607048008614;;Белый;;;"Тональность изделия может отличаться от фото";;;;;"ПР-НР-140 Простыня н/резинке ""Мулетон"" непромокаемая 140х200";7;768;http://alvitek.com.ru/upload/iblock/4e0/4e03ea61e467b70d3b6859b90d0a7d5b.jpeg;"простыня  на резинке ""Мулетон"" не промокаемая дышещая ткань, махра (65% хлопок, 35% полиэстр), бирка, пакет"
"Простыня на резинке";Мулетон;"AlViTek (АльВиТек)";Россия;Стандарт;ПР-НР-180;180х200+25;;;;;;"На резинке";;;;;;;;Мулетон;"65% хлопок/35% полиэстр";;;;Резинка;;;Пакет;;;;;4607048008638;;Белый;;;"Тональность изделия может отличаться от фото";;;;;"ПР-НР-180 Простыня н/резинке ""Мулетон"" непромокаемая 180х200";2;926;http://alvitek.com.ru/upload/iblock/933/93395b0d0d9fb59adbd3e52016bfed05.jpeg;"простыня  на резинке ""Мулетон"" не промокаемая дышещая ткань, махра (65% хлопок, 35% полиэстр), бирка, пакет"
"Простыня на резинке";Мулетон;"AlViTek (АльВиТек)";Россия;Стандарт;ПР-НР-200;180х200+25;;;;;;"На резинке";;;;;;;;Мулетон;"65% хлопок/35% полиэстр";;;;Резинка;;;Пакет;;;;;4607048008645;;Белый;;;"Тональность изделия может отличаться от фото";;;;;"ПР-НР-200 Простыня н/резинке ""Мулетон"" непромокаемая 200х200";2;1005;http://alvitek.com.ru/upload/iblock/d18/d184f43bb01781fc776a8006a2bc84ce.jpeg;"простыня  на резинке ""Мулетон"" не промокаемая дышещая ткань, махра (65% хлопок, 35% полиэстр), бирка, пакет"
;;Fiesta;Турция;;"Фиеста-Classik 50х90-бирю";50х90;;;;;;;;;;;;;;Махра;"100%  бамбук";;;;;;;Пакет;;;;;2000925496764;;;;;"Тональность изделия может отличаться от фото";;;;;"Бирюза Classik 50х90  бамбук  полотенце (1шт) Фиеста";4;171;http://alvitek.com.ru/upload/iblock/ad4/ad4f71b0acff26f5d4297754c31ccb80.jpeg;
;;Fiesta;Турция;;"Фиеста-Classik 70х130-шам";70х130;;;;;;;;;;;;;;Махра;"100%  бамбук";;;;;;;Пакет;;;;;2000925496870;;;;;"Тональность изделия может отличаться от фото";;;;;"Шампань Classik 70х130  бамбук  полотенце (1шт)  Фиеста";1;325;http://alvitek.com.ru/upload/iblock/6b0/6b09e5501b242083b85f3e81e5d7816c.jpeg;
;;Fiesta;Турция;;"Фиеста-Classik 70х130-сир";70х130;;;;;;;;;;;;;;Махра;"100%  бамбук";;;;;;;Пакет;;;;;2000925496849;;;;;"Тональность изделия может отличаться от фото";;;;;"Сирень Classik 70х130  бамбук  полотенце (1шт)  Фиеста";2;325;http://alvitek.com.ru/upload/iblock/5fc/5fc3e59db673b0dd98f73e247e65a8e3.jpeg;
;;Fiesta;Турция;;"Фиеста-Classik 70х130-кор";70х130;;;;;;;;;;;;;;Махра;"100%  бамбук";;;;;;;Пакет;;;;;2000925496832;;;;;"Тональность изделия может отличаться от фото";;;;;"Коричневый Classik 70х130  бамбук  полотенце (1шт)  Фиеста";6;325;http://alvitek.com.ru/upload/iblock/016/016ab2c3d0333d45b079e753a65e71d7.jpeg;
;;Fiesta;Турция;;"Фиеста-Classik 70х130-фио";70х130;;;;;;;;;;;;;;Махра;"100%  бамбук";;;;;;;Пакет;;;;;2000925496856;;;;;"Тональность изделия может отличаться от фото";;;;;"Фиолетовый Classik 70х130  бамбук  полотенце (1шт)  Фиеста";3;325;http://alvitek.com.ru/upload/iblock/122/122bd12f7a63dcc66f46ff92f59a4c60.jpeg;
;;Fiesta;Турция;;"Фиеста-Classik 70х130-чер";70х130;;;;;;;;;;;;;;Махра;"100%  бамбук";;;;;;;Пакет;;;;;2000925496863;;;;;"Тональность изделия может отличаться от фото";;;;;"Черника Classik 70х130  бамбук  полотенце (1шт)  Фиеста";3;325;http://alvitek.com.ru/upload/iblock/e53/e53477cb5de63847ef135e948d2bda0d.jpeg;
;;Fiesta;Турция;;"Фиеста-Classik 70х130-бир";70х130;;;;;;;;;;;;;;Махра;"100%  бамбук";;;;;;;Пакет;;;;;2000925496825;;;;;"Тональность изделия может отличаться от фото";;;;;"Бирюза Classik 70х130  бамбук  полотенце (1шт)  Фиеста";5;325;http://alvitek.com.ru/upload/iblock/13c/13cf90eca239fb0f0ffdd90390a738cd.jpeg;
;;Fiesta;Турция;;"Фиеста-Econik 50х90-шампа";50х90;;;;;;;;;;;;;;Махра;"100%  бамбук";;;;;;;Пакет;;;;;2000925496931;;;;;"Тональность изделия может отличаться от фото";;;;;"Шампань Econik 50х90  бамбук  полотенце (1шт) Фиеста";1;164;http://alvitek.com.ru/upload/iblock/f52/f52093a27e7a84134b8aa5141e37b6eb.jpeg;
;;Fiesta;Турция;;"Фиеста-Econik 50х90-бордо";50х90;;;;;;;;;;;;;;Махра;"100%  бамбук";;;;;;;Пакет;;;;;2000925496894;;;;;"Тональность изделия может отличаться от фото";;;;;"Бордо Econik 50х90  бамбук  полотенце (1шт) Фиеста";1;164;http://alvitek.com.ru/upload/iblock/873/8738903d512527623df60d1064c07f41.jpeg;
;;Fiesta;Турция;;"Фиеста-Econik 50х90-фиоле";50х90;;;;;;;;;;;;;;Махра;"100%  бамбук";;;;;;;Пакет;;;;;2000925496924;;;;;"Тональность изделия может отличаться от фото";;;;;"Фиолетовый Econik 50х90  бамбук  полотенце (1шт) Фиеста";2;164;http://alvitek.com.ru/upload/iblock/c55/c5554e925bdda56dd93075489810baa3.jpeg;
;;Fiesta;Турция;;"Фиеста-Econik 50х90-салат";50х90;;;;;;;;;;;;;;Махра;"100%  бамбук";;;;;;;Пакет;;;;;2000925496917;;;;;"Тональность изделия может отличаться от фото";;;;;"Салатовый Econik 50х90  бамбук  полотенце (1шт) Фиеста";3;164;http://alvitek.com.ru/upload/iblock/aa4/aa4b3896ff0f72a58b580647cefdba7b.jpeg;
;;Fiesta;Турция;;"Фиеста-Econik 70х130-шамп";70х130;;;;;;;;;;;;;;Махра;"100%  бамбук";;;;;;;Пакет;;;;;2000925496993;;;;;"Тональность изделия может отличаться от фото";;;;;"Шампань Econik 70х130  бамбук  полотенце (1шт) Фиеста";7;316;http://alvitek.com.ru/upload/iblock/242/242dba64b875a9dc52a5871c08c1d6ce.jpeg;
;;Fiesta;Турция;;"Фиеста-Econik 70х130-борд";70х130;;;;;;;;;;;;;;Махра;"100%  бамбук";;;;;;;Пакет;;;;;2000925496955;;;;;"Тональность изделия может отличаться от фото";;;;;"Бордо Econik 70х130  бамбук  полотенце (1шт) Фиеста";8;316;http://alvitek.com.ru/upload/iblock/e4a/e4a63d7a5b4087dd0a22544f8048b006.jpeg;
;;Fiesta;Турция;;"Фиеста-Econik 70х130-беж";70х130;;;;;;;;;;;;;;Махра;"100%  бамбук";;;;;;;Пакет;;;;;2000925496948;;;;;"Тональность изделия может отличаться от фото";;;;;"Бежевый Econik 70х130  бамбук  полотенце (1шт) Фиеста";4;316;http://alvitek.com.ru/upload/iblock/7fa/7fa42d4e71bbceefd20e746e10d415ed.jpeg;
;;Fiesta;Турция;;"Фиеста-Econik 70х130-фиол";70х130;;;;;;;;;;;;;;Махра;"100%  бамбук";;;;;;;Пакет;;;;;2000925496986;;;;;"Тональность изделия может отличаться от фото";;;;;"Фиолетовый Econik 70х130  бамбук  полотенце (1шт) Фиеста";7;316;http://alvitek.com.ru/upload/iblock/ac3/ac37d7c1120776917328b955e84f0a18.jpeg;
;;Fiesta;Турция;;"Фиеста-Econik 70х130-сала";70х130;;;;;;;;;;;;;;Махра;"100%  бамбук";;;;;;;Пакет;;;;;2000925496979;;;;;"Тональность изделия может отличаться от фото";;;;;"Салатовый Econik 70х130  бамбук полотенце (1шт) Фиеста";8;316;http://alvitek.com.ru/upload/iblock/b8e/b8e6a642c8f28cf1153288a80ad99d51.jpeg;
;;Fiesta;Турция;;"Фиеста-Jardin 50х90-черни";50х90;;;;;;;;;;;;;;Махра;"100%  бамбук";;;;;;;Пакет;;;;;2000925497099;;;;;"Тональность изделия может отличаться от фото";;;;;"Черника Jardin 50х90  бамбук  полотенце (1шт) Фиеста";1;187;http://alvitek.com.ru/upload/iblock/31e/31e0c60b1b12e1ec11891bbabb1c61d7.jpeg;
Одеяло;Кукуруза;"AlViTek (АльВиТек)";Россия;Люкс;ОСКу-Д-О-10;140х105;Легкое;;;;;;;"Волокно кукурузы,пэ";;;"200 гр/кв.м";;;Сатин;"100% хлопок";;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048013335;;Белый;;;"Тональность изделия может отличаться от фото";;;;;"ОСКу-Д-О-10  Одеяло ""Кукуруза"" 140х105 легкое";3;689;http://alvitek.com.ru/upload/iblock/6ce/6ce91260a16c61dd2a5b913316b53b88.jpeg;"одеяло с наполнителем из кукурузного волокна 200 г/кв.м, чехол (100% хлопок) - сатин или перкаль, косая бейка, уголок, бирка, флажок, постер, в сумке"
Одеяло;Эвкалипт;"AlViTek (АльВиТек)";Россия;Люкс;ОЭТ-Д-О-10;140х105;Легкое;;;;;;;"Эвкалиптовое волокно,пэ";;;"200 гр/кв.м";;;Сатин;"100% хлопок";;;;;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048013304;;Белый;;;"Тональность изделия может отличаться от фото";;;;;"ОЭТ-Д-О-10 Одеяло ""Эвкалипт"" 105х140 легкое";13;700;http://alvitek.com.ru/upload/iblock/392/3927aa192eaf0cca03bd3216ae740a63.jpeg;"одеяло с наполнителем из эвкалиптового волокна 300 г/кв.м, чехол (100% хлопок) - сатин или перкаль, окантовка косая бейка, уголок, бирка, флажок, постер, в сумке"
Наматрасник;"Овечья шерсть";"AlViTek (АльВиТек)";Россия;Стандарт;НШР-160;160х200;;;;;;;;"Овечья шерсть,пэ";;;"300 гр/кв.м";;;Поликоттон;"50% хлопок/50% полиэстр";;;;Резинка;"Многоигольная машина";"Бейка ПЭ";"Сумка оригинальная";;;;;4607048002889;;"Однотонный ,может отличаться от цвета на фото";;;"Тональность изделия может отличаться от фото";;;;;"НШР-160  Наматрасник с резинкой ""Шерсть-Стандарт"" 160х200";15;981;http://alvitek.com.ru/upload/iblock/21b/21b2a84d4c2598eea69cf2c1a747e7c3.jpeg;"наматрасник на резинке с наполнителем из овечьей шерсти 300 г/кв.м, чехол - ткань смесовая (поликоттон; 50% - хлопок/50% - полиэстер; 120 г/кв.м), окантовка- бейка ПЭ, бирка, постер, в чемодане"
"Набор полотенец";;BAYRAMALY;;;"BAYRAMALY-из 4-х-темно-ол";(50х90+70х140)х2шт;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;"Прямоугольная ПВХ";;"4 шт.";;400г/м;2000925565293;;;;;"Тональность изделия может отличаться от фото";;;;;"Темно-Оливковый Волна (50х90х2шт+70х140х2шт) комплект полотенц  BAYRAMALY";10;748;http://alvitek.com.ru/upload/iblock/3a7/3a711d4495075682e130b4e22ebd96d7.jpeg;
"Набор полотенец";;BAYRAMALY;;;"BAYRAMALY-из 2-х-темно-ол";50х90+70х140;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;"Прямоугольная ПВХ";;"2 шт.";;400г/м;2000925565286;;;;;"Тональность изделия может отличаться от фото";;;;;"Темно- Оливковый Волна (50х90+70х140) комплект полотенец  BAYRAMALY";10;380;http://alvitek.com.ru/upload/iblock/893/89326e3d0869a3636243539f7c61a0aa.jpeg;
Подушка;Токката;"AlViTek (АльВиТек)";Россия;Стандарт;ПКГЛ;;;;;;;;;"Гречневая лузга";;;"0,9 кг";;;Тик;"100% хлопок";Молния;;;;;Кант;Пакет;;;;;4607048005194;;"Набивной рисунок,может отличаться от цвета на фото";;;"Тональность изделия может отличаться от фото";;;;;"Подушка ""Кость-Токката""";4;182;http://alvitek.com.ru/upload/iblock/b1f/b1f9ced0f2164c66cea09e2773ce961e.jpeg;"косточка: чехол ткань хлопок 100% тик пуходержащий; наполнитель очищенная, обеспыленная гречневая лузга 0,9кг, бирка, пакет"
Наматрасник;Холфит;"AlViTek (АльВиТек)";Россия;;НФР-180;180х200;;;;;;;;Холфит-пласт;;;"200 гр/кв.м";;;Поликоттон;"50% хлопок/50% полиэстр";;;;Резинка;"Многоигольная машина";"Бейка ПЭ";"Сумка оригинальная";;;;;4607048003213;;"Однотонный ,может отличаться от цвета на фото";;;"Тональность изделия может отличаться от фото";;;;;"НФР-180  Наматрасник с резинкой ""Холфит-Стандарт"" 180х200";8;1012;http://alvitek.com.ru/upload/iblock/9b7/9b7915873cdef610f18b88443de40bbf.jpeg;"наматрасник на резинке с наполнителем - ""Холфит-пласт"" (полое силиконизированное волокно 200 г./кв.м), чехол - ткань смесовая (поликоттон; 50% - хлопок/50% - полиэстер; 120 г/кв.м), окантовка- бейка ПЭ, бирка, постер, в чемодане"
"Простыня на резинке";"Простыня трикотажная на резинке";"AlViTek (АльВиТек)";Россия;Стандарт;ПТР-М-120;120х200+20;;;;;;"На резинке";;;;;;;;Трикотаж;"100% хлопок";;;;Резинка;;;"Прямоугольная ПВХ";;;;120г/м;2000925564593;;Ментол;;;"Тональность изделия может отличаться от фото";;;;;"ПТР-М-120 Ментол простыня трикотажная на резинке 120х200х20";19;403;http://alvitek.com.ru/upload/iblock/b80/b80b4e014f0638373ad402dcddc6457a.jpeg;
"Комплект постельного белья";;Экзотика;Россия;;Э-Б5-15-549;Полутороспальное;;;"70х70 (2шт.)";143х215;150х215;Обычная;;;;;;;;Поплин;"100% хлопок";Прорезь(запах);;;;;;"Прямоугольная ПВХ";;;;;2000925548326;;;;;"Тональность изделия может отличаться от фото";;;;;"549 КПБ 1.5 сп (5) ""Экзотика"" Поплин";14;850;http://alvitek.com.ru/upload/iblock/185/18560bf68298947b2d215b09f5bdd3e2.jpeg;"Комплект постельного белья ""Экзотика"", 100 % хлопок - БЯЗЬ импортная"
"Комплект постельного белья";;Экзотика;Россия;;Э-Б5-15-Этюд;Полутороспальное;;;"70х70 (2шт.)";143х215;150х215;Обычная;;;;;;;;Поплин;"100% хлопок";Прорезь(запах);;;;;;"Прямоугольная ПВХ";;;;;2000925548449;;;;;"Тональность изделия может отличаться от фото";;;;;"Этюд КПБ 1.5 сп (5) ""Экзотика"" Поплин";13;850;http://alvitek.com.ru/upload/iblock/b78/b784a7646db0aff3290e29e30db80b14.jpeg;"Комплект постельного белья ""Экзотика"", 100 % хлопок - БЯЗЬ импортная"
"Комплект постельного белья";;Экзотика;Россия;;Э-Б5-15-565;Полутороспальное;;;"70х70 (2шт.)";143х215;150х215;Обычная;;;;;;;;Поплин;"100% хлопок";Прорезь(запах);;;;;;"Прямоугольная ПВХ";;;;;2000925548371;;;;;"Тональность изделия может отличаться от фото";;;;;"565 КПБ 1.5 сп (5) ""Экзотика"" Поплин";2;850;http://alvitek.com.ru/upload/iblock/aa8/aa8340a5acd2a2ddf69d6de3e3d5314a.jpeg;"Комплект постельного белья ""Экзотика"", 100 % хлопок - БЯЗЬ импортная"
"Комплект постельного белья";;Экзотика;Россия;;Э-Б5-15-557;Полутороспальное;;;"70х70 (2шт.)";143х215;150х215;Обычная;;;;;;;;Поплин;"100% хлопок";Прорезь(запах);;;;;;"Прямоугольная ПВХ";;;;;2000925548340;;;;;"Тональность изделия может отличаться от фото";;;;;"557 КПБ 1.5 сп (5) ""Экзотика"" Поплин";10;850;http://alvitek.com.ru/upload/iblock/dce/dced51786423deab3afbe6978523ff29.jpeg;"Комплект постельного белья ""Экзотика"", 100 % хлопок - БЯЗЬ импортная"
"Комплект постельного белья";;Экзотика;Россия;;Э-Б5-20-Януария;Двуспальное;;;"70х70 (2шт.)";175х215;215х220;Обычная;;;;;;;;Поплин;"100% хлопок";Прорезь(запах);;;;;;"Прямоугольная ПВХ";;;;;2000925548524;;;;;"Тональность изделия может отличаться от фото";;;;;"Януария КПБ 2сп (5) ""Экзотика"" Поплин";3;1021;http://alvitek.com.ru/upload/iblock/f66/f66f2601c3d346605746a8678e099a1b.jpeg;
"Комплект постельного белья";;Экзотика;Россия;;Э-Б5-20-Куршевель**;Двуспальное;;;"70х70 (2шт.)";175х215;215х220;Обычная;;;;;;;;Поплин;"100% хлопок";Прорезь(запах);;;;;;"Прямоугольная ПВХ";;;;;2000925548500;;;;;"Тональность изделия может отличаться от фото";;;;;"Куршевель** КПБ 2сп (5) ""Экзотика"" Поплин";6;1021;http://alvitek.com.ru/upload/iblock/1e2/1e2e53a2791d1999022f25395a2611e5.jpeg;
"Комплект постельного белья";;Экзотика;Россия;;Э-Б5-20-564;Двуспальное;;;"70х70 (2шт.)";175х215;215х220;Обычная;;;;;;;;Поплин;"100% хлопок";Прорезь(запах);;;;;;"Прямоугольная ПВХ";;;;;2000925548470;;;;;"Тональность изделия может отличаться от фото";;;;;"564 КПБ 2сп (5) ""Экзотика"" Поплин";10;1021;http://alvitek.com.ru/upload/iblock/271/2710cbd88a16b16833148ca84529900f.jpeg;
"Комплект постельного белья";;Экзотика;Россия;;Э-С5-15-Лютик*;Полутороспальное;;;"70х70 (2шт.)";143х215;150х215;Обычная;;;;;;;;Сатин;"100% хлопок";Прорезь(запах);;;;;;"Прямоугольная ПВХ";;;;;2000900114188;;;;;"Тональность изделия может отличаться от фото";;;;;"Лютик* КПБ 1,5 сп сатин ""Экзотика """;4;1413;http://alvitek.com.ru/upload/iblock/9b3/9b3683137b3d2767306242d9b51e54c1.jpeg;
Наматрасник;Бамбук;"AlViTek (АльВиТек)";Россия;;НСБР-090;90х200;;;;;;;;"Бамбуковое волокно,пэ";;;"300 гр/кв.м";;;Поликоттон;"50% хлопок/50% полиэстр";;;;Резинка;"Многоигольная машина";"Косая бейка";"Сумка оригинальная";;;;;4607048006641;;Белый;;;"Тональность изделия может отличаться от фото";;;;;"НСБР-090  Наматрасник с резинкой ""Бамбук"" 90х200";12;603;http://alvitek.com.ru/upload/iblock/4c0/4c08da186babf1eb02f132f4407006b8.jpeg;"наматрасник на резинке с наполнителем из бамбукового волокна 300 г/кв.м, чехол - ткань смесовая (поликоттон; 50% - хлопок/50% - полиэстер; 120 г/кв.м) , окантовка косая бейка, бирка, постер, в чемодане"
Рукавичка;;АРТЕКС;Китай;;АР-PG-225;18х30;;;;;;;;;;;;;;;;;;;;;;Пакет;;"1 шт.";;;2000925552668;;;;;"Тональность изделия может отличаться от фото";;;;;"PG-225 Рукавичка  18х30  АРТЕКС";22;76;http://alvitek.com.ru/upload/iblock/bd1/bd187bfe0550af2612e8f0af2bd07c39.jpeg;
Полотенце;;АРТЕКС;Китай;;АР-4294021;38х64;;;;;;;;;;;;;;"Вафля-Плотный Лен";;;;;;;;Пакет;;"12 набх3шт";;280г/м;2000925552675;;;;;"Тональность изделия может отличаться от фото";;;;;"4294021 38х64х3шт (12)  Набор кухонных полотенец  АРТЕКС";7;2065;http://alvitek.com.ru/upload/iblock/e07/e078206a5142999a1e409fb2e471d1dd.jpeg;
"Набор полотенец";;BAYRAMALY;;;"BAYRAMALY-из 4-х-бирюза";(50х90+70х140)х2шт;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;"Прямоугольная ПВХ";;"4 шт.";;400г/м;2000925552538;;;;;"Тональность изделия может отличаться от фото";;;;;"Бирюза Волна (50х90х2шт+70х140х2шт) комплект полотенц  BAYRAMALY";10;748;http://alvitek.com.ru/upload/iblock/eee/eee6a89085feaf4960466ddab40d3856.jpeg;
"Набор полотенец";;BAYRAMALY;;;"BAYRAMALY-из 4-х-розовый";(50х90+70х140)х2шт;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;"Прямоугольная ПВХ";;"4 шт.";;400г/м;2000925552545;;;;;"Тональность изделия может отличаться от фото";;;;;"Розовый Волна (50х90х2шт+70х140х2шт) комплект полотенц  BAYRAMALY";10;748;http://alvitek.com.ru/upload/iblock/a1a/a1adce99abfc0f254a92767cbe5eeb40.jpeg;
"Набор полотенец";;BAYRAMALY;;;"BAYRAMALY-из 4-х-голубой";(50х90+70х140)х2шт;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;"Прямоугольная ПВХ";;"4 шт.";;400г/м;2000925552569;;;;;"Тональность изделия может отличаться от фото";;;;;"Голубой Волна (50х90х2шт+70х140х2шт) комплект полотенц  BAYRAMALY";10;748;http://alvitek.com.ru/upload/iblock/ccc/ccc34ada7e6c336cc73a0abad2d6a030.jpeg;
"Набор полотенец";;BAYRAMALY;;;"BAYRAMALY-из 2-х-бирюза";50х90+70х140;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;"Прямоугольная ПВХ";;"2 шт.";;400г/м;2000925552590;;;;;"Тональность изделия может отличаться от фото";;;;;"Бирюза Волна (50х90+70х140) комплект полотенец  BAYRAMALY";15;380;http://alvitek.com.ru/upload/iblock/df0/df07316cb8ac039aba8b4cff604a2312.jpeg;
"Набор полотенец";;BAYRAMALY;;;"BAYRAMALY-из 2-х-розовый";50х90+70х140;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;"Прямоугольная ПВХ";;"2 шт.";;400г/м;2000925552606;;;;;"Тональность изделия может отличаться от фото";;;;;"Розовый Волна (50х90+70х140) комплект полотенец  BAYRAMALY";15;380;http://alvitek.com.ru/upload/iblock/f01/f019ec0db31a7519dafc76aefacdcedb.jpeg;
"Набор полотенец";;BAYRAMALY;;;"BAYRAMALY-из 2-х-голубой";50х90+70х140;;;;;;;;;;;;;;Махра;"100% хлопок";;;;;;;"Прямоугольная ПВХ";;"2 шт.";;400г/м;2000925552620;;;;;"Тональность изделия может отличаться от фото";;;;;"Голубой Волна (50х90+70х140) комплект полотенец  BAYRAMALY";15;380;http://alvitek.com.ru/upload/iblock/7d9/7d989f4dd7a1896081142d021c674b13.jpeg;
